Publisher;Number;Jan;Feb;Mrz;Apr;Mai;Jun;Jul;Aug;Sep;Okt;Nov;Dez;Bemerkung;;;;;;Publication Date
Titan;Simpsons Comics (2017 series) #6; #6; #7; #8; #9; #10; #11; #12; #13; #14; #15; #16; #17;;;;;;;February 2018
Titan;Supermansion (2018 series) ;;;;;;;;Supermansion (2018 series) ;;;;;;;;;;;2018
Titan;Supermansion (2018 series) #1;;;; #1; #2;;;;;;;;;;;;;;May 2018
Titan;Tank Girl All Stars (2018 series) #1;;;;;; #1; #2; #3;; #4;;;;;;;;;July 2018
Titan;Tank Girl Free Comic Book Day: A Brief History of Tank Girl (2018 series) ;;;;;Tank Girl Free Comic Book Day: A Brief History of Tank Girl (2018 series) ;;;;;;;;;;;;;;2018
Titan;Tank Girl Full Colour Classics (2018 series) #1;;;;; #1;;;;; #2;;;;;;;;;
Titan;Tank Girl: Action Alley (2019 series) #1;;;;;;;;;;;; #1;;;;;;;January 2019
Titan;The Beatles Yellow Submarine (2018 series) ;;;;;;;;The Beatles Yellow Submarine (2018 series) ;;;;;;;;;;;2018
Titan;The Beautiful Death (2017 series) #5; #5;;;;;;;;;;;;;;;;;;
Titan;The Beautiful Death (2018 series) #1;;;;;; #1;;;;;;;;;;;;;
Titan;The Book of Ballads and Sagas (2018 series) ;;;;;;;;;;;The Book of Ballads and Sagas (2018 series) ;;;;;;;;2018
Titan;The Forever War: Forever Free (2018 series) #1;;;; #1; #2; #3;;;;;;;;;;;;;May 2018
Titan;The Legend of Tank Girl (2018 series) ;;;;;;;;;The Legend of Tank Girl (2018 series) ;;;;;;;;;;2018
Titan;The Lost Fleet: Corsair (2017 series) #5; #5;;;;;;;;;;;;;;;;;;February 2018
Titan;The Lost Fleet: Corsair (2018 series) #1;;; #1;;;;;;;;;;;;;;;;
Titan;The Prague Coup (2018 series) ;;;;;;;;;;;;The Prague Coup (2018 series) ;;;;;;;December 2018
Titan;The Prisoner: The Uncertainty Machine (2018 series) #1;;;; #1; #2; #3;; #4;;;;;;;;;;;June 2018
Titan;The Raid (2018 series) #1;;;;;;;; #1; #2; #3; #4;;;;;;;;September 2018
Titan;The Season of the Snake (2018 series) #1;;;; #1; #2; #3;;;;;;;;;;;;;May 2018
Titan;The Wonderful World of Tank Girl (2017 series) #3;; #3;; #4;;;;;;;;;;;;;;;February 2018
Titan;Torchwood (2017 series) #3.4;; #3.4;;;;;;;;;;;;;;;;;March 2018
Titan;Tyler Cross: Black Rock (2018 series) ;;3;;;;;;;Tyler Cross: Black Rock (2018 series) ;;;;;;;;;;September 2018
Titan;Under (2018 series) #2; #2;;;;;;;;;;;;;;;;;;February 2018
Titan;Under: Scourge of the Sewer (2018 series) ;;;Under: Scourge of the Sewer (2018 series) ;;;;;;;;;;;;;;;;May 2018
Titan;Warhammer 40,000: Deathwatch (2018 series) #1;;;;; #1; #2;; #3;; #4;;;;;;;;;May 2018
Titan;Warhammer 40000 (2017 series) #12;#12;;;;;;;;;;;;;;;;;;
Titan;Warhammer 40000: Dawn of War III (2018 series) ;;Warhammer 40000: Dawn of War III (2018 series) ;;;;;;;;;;;;;;;;;
Titan;Warhammer 40000: Fallen (2017 series) #4;; #3;;;;;;;;;;;;;;;;;March 2018
Titan;Yragaël / Urm the Madman (2018 series) ;;;;;;;;;Yragaël / Urm the Madman (2018 series) ;;;;;;;;;;September 2018
TJ Editions;Le tour de France (2015 series) #3 - La bataille des nuages;;;;;; #3 - La bataille des nuages;;;;;;;;;;;;;
TKO Studios;Sentient (2018 series) #1;;;;;;;;;;; #1;;;;;;;;November 2018
Tokyopop;Disney Marie: Miriya and Marie (2018 series) ;;;;;;Disney Marie: Miriya and Marie (2018 series) ;;;;;;;;;;;;;2018
Tokyopop;Disney Pirates of the Caribbean: At World's End (2018 series) ;;;;;;;Disney Pirates of the Caribbean: At World's End (2018 series) ;;;;;;;;;;;;May 2018
Tokyopop;Disney Pirates of the Caribbean: Dead Man's Chest Manga (2018 series) ;;Disney Pirates of the Caribbean: Dead Man's Chest Manga (2018 series) ;;;;;;;;;;;;;;;;;2018
Tokyopop;Disney Tim Burton's the Nightmare Before Christmas: Zero's Journey (2018 series);;;;;FCBD;;;;;;;;;;;;;;February 2018
Tokyopop;Disney Tim Burton's the Nightmare Before Christmas: Zero's Journey (2018 series) #0;;;;; #0;;;; #2;;;;;;;;;;February 2018
Tokyopop;Disney Tim Burton's the Nightmare Before Christmas: Zero's Journey (2018 series) #1;;;;; #1;;;; #3;;;;;;;;;;April 2018
Tokyopop;Goldfisch (2018 series) #1; #1;;;;;;;;;;;;;;;;;;
Tokyopop;Hanger (2018 series) #1;;;;;;; #1;;;;;;;;;;;;2018
Tokyopop;Konohana Kitan (2018 series) #1;;;;;;; #1;;; #2;;;;;;;;;2018
Tokyopop;Sword Princess Amaltea (2018 series) #3;;;;;;;;;;;; #3;;;;;;;2018
Tokyopop;Tarot Café: The Collector's Edition (2018 series) #1;;;;;;; #1;;;;;;;;;;;;2018
Top Shelf Productions / Knockabout Comics;The League of Extraordinary Gentlemen: The Tempest (2018 series) #1;;;;;;; #1;;;;; #3;;;;;;;June 2018
TwoMorrows Publishing;Alter Ego (1999 series) #151;; #151;; #152;;; #153; #154;;; #155;;;;;;;;March 2018
Udon Capcom;Street Fighter Summer Sports Special (;;;;;;;special;;;;;;;;;;;;
Udon Capcom;Street Fighter VS Darkstalkers;;#8;;;;;;;;;;;;;;;;;
Udon Capcom;Ultra Street Fighter II FCBD;;;;;;FCBD;;;;;;;;;;;;;
United Plankton Pictures, Inc.;SpongeBob Comics (2011 series) #76; #76;;;;;;;;;;;;;;;;;;
United Plankton Pictures, Inc.;SpongeBob Freestyle Funnies (2013 series) #[2018];;;;; #[2018];;;;;;;;;;;;;;[May] 2018
Valiant Entertainment;A&A: The Adventures of Archer & Armstrong Deluxe Edition (2018 series) #1;;;;;;; #1;;;;;;;;;;;;July 2018
Valiant Entertainment;Armstrong and the Vault of Spirits (2018 series) #1; #1;;;;;;;;;;;;;;;;;;February 2018
Valiant Entertainment;Bloodshot Rising Spirit (2018 series) #1;;;;;;;;;;; #1; #2;;;;;;;November 2018
Valiant Entertainment;Bloodshot Salvation (2017 series) #5; #5; #6; #7; #8; #9; #10 Pre-Order Edition; #11 Pre-Order Edition; #12;;;;;;;;;;;January 2018
Valiant Entertainment;Britannia: Lost Eagles of Rome (2018 series) #1;;;;;;; #1; #2; #3; #4;;;;;;;;;July 2018
Valiant Entertainment;Divinity the Complete Trilogy (2018 series) ;Divinity the Complete Trilogy (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Valiant Entertainment;Eternity (2017 series) #4; #4;;;;;;;;;;;;;;;;;;January 2018
Valiant Entertainment;Faith: Dreamside (2018 series) #1;;;;;;;;; #1; #2; #3;;;;;;;;September 2018
Valiant Entertainment;Fallen World (2019 series) #3;;;;;;; #3;;;;;;;;;;;;July 2018
Valiant Entertainment;Harbinger Renegade (2017 series) #2 - Massacre; #2 - Massacre;;;;;;;;;;;;;;;;;;2018
Valiant Entertainment;Harbinger Wars 2 (2018 series) #1;;;;; #1; #2; #3; #4;;;;;;;;;;;November 2018
Valiant Entertainment;Harbinger Wars 2: Aftermath (2018 series) #1;;;;;;;;; #1;;;;;;;;;;September 2018
Valiant Entertainment;Harbinger Wars 2: Prelude (2018 series) #1;;;;; #1;;;;;;;;;;;;;;May 2018
Valiant Entertainment;Livewire (2018 series) #1;;;;;;;;;;;; #1;;;;;;;December 2018
Valiant Entertainment;Ninja-K (2017 series) #3; #3; #4; #5; #6; #7; #8; #9; #10; #11; #12; #13; #14;;;;;;;January 2018
Valiant Entertainment;Ninja-K (2018 series) #1 - The Ninja Files;;;; #1 - The Ninja Files;;;;;; #2 - The Coalition;;;;;;;;;April 2018
Valiant Entertainment;Ninjak vs. the Valiant Universe (2018 series) #1; #1; #2; #3; #4;;;;;;;;;;;;;;;January 2018
Valiant Entertainment;Quantum and Woody! (2017 series) #2; #2; #3; #4; #5; #6; #7; #8; #9; #10; #11; #12;;;;;;;;January 2018
Valiant Entertainment;Secret Weapons (2017 series) #0; #0;;;;;;;;;;;;;;;;;;January 2018
Valiant Entertainment;Secret Weapons: Owen's Story (2018 series) #0;;; #0;;;;;;;;;;;;;;;;March 2018
Valiant Entertainment;Shadowman (2018 series) #1 - Fear of the Dark;;;;;;; V1 - Fear of the Dark;;;V2 - Dead and gone;;;;;;;;;
Valiant Entertainment;Shadowman (2018) (2018 series) #1;;; #1; #2; #3; #4; #5; #6; #7; #8; #9; #10;;;;;;;March 2018
Valiant Entertainment;Shadowman FCBD (2018);;;;;;;FCBD;;;;;;;;;;;;
Valiant Entertainment;Valiant High (2018 series) #1;;;;; #1; #2; #3; #4;;;;;;;;;;;September 2018
Valiant Entertainment;Valiant: Shadowman FCBD 2018 Special (2018 series) ;;;;;Valiant: Shadowman FCBD 2018 Special (2018 series) ;;;;;;;;;;;;;;May 2018
Valiant Entertainment;X-O Manowar (2017 series) #4 - Visigoth;;;;; #4 - Visigoth;;;;;;;;;;;;;;May 2018
Valiant Entertainment;X-O Manowar (2017) (2017 series) #11; #11; #12; #13; #14; #15; #16; #17; #18; #19; #20; #21; #22;;;;;;;January 2018
Vault;Alien Bounty Hunter (2017 series) #3; #3;; #4;; #5;;;;;;;;;;;;;;
Vault;Cult Classic Return to Whisper (2018 series) #1;; #1;; #2;;;;;;;;;;;;;;;February 2018
Vault;Cult Classic Return to Whisper (2018 series) #2;;;; #3;;;;;;;;;;;;;;;
Vault;Deep Roots (2018 series) #1;;;; #1; #2;; #3;;; #4;; #5;;;;;;;April 2018
Vault;Deuce of Hearts (2017 series) #2;; #2; #3; #4; #5;;;;;;;;;;;;;;
Vault;Fearscape (2018 series) #1;;;;;;;;; #1;; #2; #3;;;;;;;
Vault;Fissure;;#4;;;;;;;;;;;;;;;;;
Vault;Friendo (2018 series) #1;;;;;;;;; #1;; #2; #3;;;;;;;September 2018
Vault;Heathen (2017 series) #6;; #6;;;;;;;;;;;;;;;;;
Vault;Maxwell's Demons (2017 series) #2; #2;;;; #3;;;;;;;;;;;;;;
Vault;Reactor (2017 series) #2; #2;;; #3;;;;;;;;;;;;;;;
Vault;Songs for the Dead (2018 series) #1;; #1;; #2;; #3; #4;;;;;;;;;;;;
Vault;Stalag-X (2018 series) ;;;;Stalag-X (2018 series) ;;;;;;;;;;;;;;;2018
Vault;Submerged (2018 series) #1;;;;;;; #1; #2;; #3;; #4;;;;;;;July 2018
Vault;These Savage Shores (2018 series) #1;;;;;;;;;; #1; #2;;;;;;;;October 2018
Vault;Vagrant Queen (2018 series) #1;;;;;; #1; #2; #3; #4; #5;;;;;;;;;
Vault;Wasted Space (2018 series) #1;;;; #1;; #2; #3; #4; #5;;;;;;;;;;September 2018
Vault;Wasted Space Holiday Special (2018 series);;;;;;;;;;;;special;;;;;;;
Vault;Zojaqan (2017 series) #3; #4; #5;;;;;;;;;;;;;;;;;November 2017
Vertical (Kodansha);After the Rain (2018 series) #1;;;;;;;;; #1;;; #2;;;;;;;[September] 2018
Vertical (Kodansha);Ajin: Demi-Human (2014 series)(collected);;;;; #11;;;;; #12;;;;;;;;;2018
Vertical (Kodansha);Ajin: Demi-Human (2014 series)(single);#49;#50;#51;#52;#53;#54;#54.5;#54.6;#55;#55.5;#56;#57;;;;;;;
Vertical (Kodansha);Aposimz (2018 series) ;;#18;#19;#20;#21;;;;;Aposimz (2018 series) ;;;;;;;;;2018
Vertical (Kodansha);Arakawa Under the Bridge (2017 series) #2;; #2;;; #3;;; #4;;;;;;;;;;;2018
Vertical (Kodansha);Cardfight!! Vanguard (2014 series) #11;; #11;;;;; #12;;;;;;;;;;;;2018
Vertical (Kodansha);Chi's Sweet Adventures (2018 series) #1;;;;; #1;;; #2;;;;;;;;;;;2018
Vertical (Kodansha);CITY (2018 series) #1;;; #1;;; #2;;; #3;;; #4;;;;;;;2018
Vertical (Kodansha);Devils' Line (2016 series) #10;; #10;;;;;; #11;;;;;;;;;;;2018
Vertical (Kodansha);Flying Witch (2017 series) #5;;; #5;;; #6;;;;;;;;;;;;;[March] 2018
Vertical (Kodansha);Immortal Hounds (2016 series) #6; #6;;;;;;;;;;;;;;;;;;2018
Vertical (Kodansha);Imperfect Girl (2017 series) #2; #2;;; #3;;;;;;;;;;;;;;;2018
Vertical (Kodansha);Mobile Suit Gundam Wing Endless Waltz: Glory of the Losers (2017 series) #2; #2;; #5;; #6;; #7;; #8;;;;;;;;;;
Vertical (Kodansha);Mobile Suit Gundam Wing Endless Waltz: Glory of the Losers (2017 series) #4; #4;;;;;;;;;;;;;;;;;;2018
Vertical (Kodansha);Moteki: Love Strikes! (2018 series) #1;;;; #1;;; #2;;;;;;;;;;;;2018
Vertical (Kodansha);My Boy (2018 series) #1;;;; #1;;; #2;;;;;;;;;;;;2018
Vertical (Kodansha);Pop Team Epic (2018 series) #[1];;;;;;;;;; #[1];;;;;;;;;[October] 2018
Vertical (Kodansha);Pop Team Epic (2018 series) #[2] - Second Season;;;;;;;;;;;; #[2] - Second Season;;;;;;;[December] 2018
Vertical (Kodansha);She and Her Cat (2018 series) ;She and Her Cat (2018 series) ;;;;;;;;;;;;;;;;;;2018
Vertical (Kodansha);The Flowers of Evil - Complete (2017 series) #2;; #2;;;; #3;;;; #4;;;;;;;;;2018
Vertical (Kodansha);To the Abandoned Sacred Beasts (2016 series) #6;;;;;; #6;;;;;; #7;;;;;;;2018
Vertical (Kodansha);Voices of a Distant Star (2018 series) ;;Voices of a Distant Star (2018 series) ;;;;;;;;;;;;;;;;;[February] 2018
Vertical (Kodansha);What Did You Eat Yesterday? (2014 series) #12; #12;;;;;;; #13;;;;;;;;;;;
Vertical (Kodansha);Witchcraft Works (2014 series) #11;;;; #11;;;;;;;;;;;;;;;2018
Vertical (Kodansha);Wolfsmund (2013 series) #8; #8;;;;;;;;;;;;;;;;;;
Villainous Intend Ltd.;20 Storeys down;;;#2;;;;;;;;;;;;;;;;
Virago;Fruit of Knowledge: the Vulva vs. the Patriarchy (2018 series) ;;;;;;;;Fruit of Knowledge: the Vulva vs. the Patriarchy (2018 series) ;;;;;;;;;;;2018
Viz;20th Century Boys: The Perfect Edition (2018 series) #1;;;;;;;;; #1;;; #2;;;;;;;[September] 2018
Viz;7th Garden (2016 series) #8;;;; #8;;;;;;;;;;;;;;;2018
Viz;A Strange and Mystifying Story (2017 series) #2;; #2;;; #3;;; #4;;;;;;;;;;;2018
Viz;Abara: Complete Deluxe Edition (2018 series) ;;;;;;;;;;;;Abara: Complete Deluxe Edition (2018 series) ;;;;;;;[December] 2018
Viz;After Hours (2017 series) #3;;;;;;;;;;;; #3;;;;;;;[December] 2018
Viz;Anonymous Noise (2016 series) #10;;;;;;;;; #10;; #11;;;;;;;;2018
Viz;Anonymous Noise (2016 series) #7;; #7;;; #8;; #9;;;;;;;;;;;;2018
Viz;Ao Haru Ride (2018 series) #1;;;;;;;;;; #1;; #2;;;;;;;[October] 2018
Viz;Assassination Classroom (2014 series) #20;; #20;; #21;;;;;;;;;;;;;;;2018
Viz;Astra Lost in Space (2017 series) #2; #2;;;;; #3;;; #4;;; #5;;;;;;;2018
Viz;Black Clover (2016 series) #10; #10;;;; #11;;; #12;;; #13;;;;;;;;2018
Viz;Black Torch (2018 series) #1;;;;;;;; #1;;; #2;;;;;;;;2018
Viz;Bleach (2004 series) #72;; #72;;;;; #73;;; #74;;;;;;;;;2018
Viz;Bleach 3-in-1 (2011 series) #22 (64-65-66);; #22 (64-65-66);;;;;;;;;;;;;;;;;2018
Viz;Bleach 3-in-1 (2011 series) #23 (67-68-69);;;;; #23 (67-68-69);;;;;;;;;;;;;;2018
Viz;Bleach 3-in-1 (2011 series) #24 (70-71-72);;;;;;;;;; #24 (70-71-72);;;;;;;;;2018
Viz;Bloody Mary (2015 series) #10;; #10;;;;;;;;;;;;;;;;;2018
Viz;Blue Exorcist (2011 series) #19;;;;;; #19;;;; #20;;;;;;;;;2018
Viz;Boruto: Naruto Next Generations (2017 series) #3;; #3;;;;;;; #4;;;;;;;;;;2018
Viz;Case Closed (2004 series) #65; #65;;; #66;;; #67;;; #68;;;;;;;;;January 2018
Viz;Children of the Whales (2017 series) #2; #2;; #3;; #4;; #5;; #6;; #7;;;;;;;;[January] 2018
Viz;Coyote (2018 series) #1;;;;;;;;;; #1;;;;;;;;;[October] 2018
Viz;Dead Dead Demon’s Dededede Destruction (2018 series) #1;;;; #1;;; #2;;; #3;;;;;;;;;2018
Viz;Demon Slayer: Kimetsu no Yaiba (2018 series) #1;;;;;;; #1;; #2;; #3;;;;;;;;2018
Viz;Don't Be Cruel (2017 series) #7;;;;;;;;; #7;;;;;;;;;;2018
Viz;Dr. Stone (2018 series) #1;;;;;;;;; #1;; #2;;;;;;;;September 2018
Viz;Dragon Ball Super (2017 series) #3;;;;;;; #3;;;;;;;;;;;;2018
Viz;Escape Journey (2018 series) #1;;;;;;;;; #1;;; #2;;;;;;;2018
Viz;Everyone's Getting Married (2016 series) #8;;;;; #8;;;;;;;;;;;;;;2018
Viz;Finder Deluxe Edition (2017 series) #5 - Naked Truth;; #5 - Naked Truth;;;;;;;;;;;;;;;;;2018
Viz;Finder Deluxe Edition (2017 series) #6 - You're My Desire;;;; #6 - You're My Desire;;;;;;;;;;;;;;;2018
Viz;Finder Deluxe Edition (2017 series) #7 - Longing for You;;;;;; #7 - Longing for You;;;;;;;;;;;;;2018
Viz;Fire Punch (2018 series) #1; #1;;; #2;;; #3;;; #4;;;;;;;;;[January] 2018
Viz;Food Wars!: Shokugeki No Soma (2014 series) #22; #22;;; #23;; #24;; #25;; #26;; #27;;;;;;;2018
Viz;Frankenstein (2018 series) ;;;;;;;;;;Frankenstein (2018 series) ;;;;;;;;;October 2018
Viz;Frankenstein: Junji Ito Story Collection (2018 series) ;;;;;;;;;;Frankenstein: Junji Ito Story Collection (2018 series) ;;;;;;;;;October 2018
Viz;Fullmetal Alchemist: Fullmetal Edition (2018 series) #1;;;;; #1;;; #2;;; #3;;;;;;;;2018
Viz;Golden Kamuy (2017 series) #4;;; #4;;; #5;;; #6;;; #7;;;;;;;2018
Viz;Haikyu!! (2016 series) #20; #20; #21;; #22; #23; #24; #25;; #27; #28; #29;;;;;;;;2018
Viz;Hayate the Combat Butler (2006 series) #32;;;;;;;;; #32;;;;;;;;;;2018
Viz;His Favorite (2012 series) #10; #10;;;;;;;;;;;;;;;;;;
Viz;Homestuck (2018 series) #1 - Book 1: Act 1 & Act 2;;;; #1 - Book 1: Act 1 & Act 2;;; #2 - Book 2: Act 3 & Intermission;;; #3 - Book 3: Act 4;;;;;;;;;2018
Viz;Idol Dreams (2015 series) #5;;;;;;;;;;; #5;;;;;;;;[November] 2018
Viz;Itsuwaribito (2010 series) #23;;;; #23;;;;;;;;;;;;;;;2018
Viz;Jojo's Bizarre Adventure: Part 3 - Stardust Crusaders (2016 series) #6; #6;;;; #7;;;;;; #9;;;;;;;;2018
Viz;Juni Taisen: Zodiac War (2018 series) #1;;;;;;;;;; #1;; #2;;;;;;;[October] 2018
Viz;Kaguya-sama: Love Is War (2018 series) #1;; #1;;; #2;; #3;; #4;; #5;;;;;;;;2018
Viz;Kenka Bancho Otome: Love’s Battle Royale (2018 series) #1;;;; #1;;; #2;;;;;;;;;;;;2018
Viz;Kimi ni todoke: From Me to You (2009 series) #29;;;;; #29;;;;;;; #30;;;;;;;2018
Viz;Kuroko's Basketball (2016 series) #10 (19-20); #10 (19-20);;; #11 (21-22);; #12 (23-24);; #13 (25-26);; #14 (27-28);; #15 (29-30);;;;;;;2018
Viz;Magi: The Labyrinth of Magic (2013 series) #28;; #28;; #29;; #30;; #31;; #32;; #33;;;;;;;2018
Viz;Mobile Suit Gundam Thunderbolt (2016 series) #6;; #6;;; #7;;; #8;;; #9;;;;;;;;2018
Viz;My Hero Academia (2015 series) #11; #11;;; #12;; #13;; #14;; #15;; #16;;;;;;;February 2018
Viz;My Hero Academia Free Comic Book Day 2018 Edition (2018 series) ;;;;;My Hero Academia Free Comic Book Day 2018 Edition (2018 series) ;;;;;;;;;;;;;;2018
Viz;My Hero Academia: Vigilantes (2018 series) #1;;;;;;; #1;;; #2;;;;;;;;;July 2018
Viz;Naruto 3-in-1 (2011 series) #21 (61-62-63); #21 (61-62-63);;;;;;;;;;;;;;;;;;2018
Viz;Naruto 3-in-1 (2011 series) #22 (64-65-66);;;; #22 (64-65-66);;;;;;;;;;;;;;;2018
Viz;Naruto 3-in-1 (2011 series) #23 (67-68-69);;;;;;; #23 (67-68-69);;;;;;;;;;;;2018
Viz;Naruto 3-in-1 (2011 series) #24 (70-71-72);;;;;;;;;; #24 (70-71-72);;;;;;;;;2018
Viz;Naruto: Chibi Sasuke’s Sharingan Legend (2017 series) #3;;; #3;;;;;;;;;;;;;;;;2018
Viz;Natsume's Book of Friends (2010 series) #22;;;;;;;;;; #22;;;;;;;;;2018
Viz;Nisekoi: False Love (2014 series) #25; #25;;;;;;;;;;;;;;;;;;2018
Viz;One Piece (2003 series) #26; #26; #85;;; #86;;; #87;;; #88;;;;;;;;2010
Viz;One Piece;;One Piece;;;;One Piece;;;One Piece;;;One Piece;;;;;;;[March] 2018
Viz;One Piece Color Walk Compendium (2018 series) #[1] - East Blue to Skypiea;;;;;;; #[1] - East Blue to Skypiea;;;;;;;;;;;;[July] 2018
Viz;One-Punch Man (2015 series) #13;; #13;;;;; #14;;;;;;;;;;;;March 2018
Viz;?oku: The Inner Chambers (2009 series) #14;;;;;;;;;;; #14;;;;;;;;November 2018
Viz;Oresama Teacher (2011 series) #23 - The Story of Mafuyu's Final Year;; #23 - The Story of Mafuyu's Final Year;;;;;;;;;;;;;;;;;[February] 2018
Viz;Oresama Teacher (2011 series) #24 - The Story of Mafuyu's Final Year;;;;; #24 - The Story of Mafuyu's Final Year;;;;;;;;;;;;;;[May] 2018
Viz;Platinum End (2016 series) #5;; #5;;;;;; #6;;;; #7;;;;;;;2018
Viz;Pokémon Adventures: Black 2 & White 2 (2017 series) #2;;;;;;; #2;;;;;;;;;;;;[July] 2018
Viz;Pokémon Horizon: Sun & Moon (2018 series) #1;;;;;;; #1;; #2;;;;;;;;;;2018
Viz;Pokémon Omega Ruby & Alpha Sapphire (2016 series) #6;; #6;;;;;;;;;;;;;;;;;2018
Viz;Pokémon Pocket Comics (2013 series) #[4] - Classic;;;;;;;;;;; #[4] - Classic;;;;;;;;[November] 2018
Viz;Pokémon Sun & Moon Free Comic Book Day 2018 Edition (2018 series) ;;;;;Pokémon Sun & Moon Free Comic Book Day 2018 Edition (2018 series) ;;;;;;;;;;;;;;May 2018
Viz;Pokémon the Movie: I Choose You! (2018 series) ;;;;;;;;;;;;Pokémon the Movie: I Choose You! (2018 series) ;;;;;;;[December] 2018
Viz;Pokémon: Sun & Moon (2018 series) #1;;;;; #1;;;; #2;;;;;;;;;;2018
Viz;Queen's Quality (2017 series) #3;; #3;;;; #4;;; #5;;; #6;;;;;;;2018
Viz;Radiant (2018 series) #1;;;;;;;;; #1;; #2;;;;;;;;2018
Viz;Ran and the Gray World (2018 series) #1;;;;;;;;;;; #1;;;;;;;;[November] 2018
Viz;Record of Grancrest War (2018 series) #1;;;;;;;;;;; #1;;;;;;;;[November] 2018
Viz;Requiem of the Rose King (2015 series) #8;;;;; #8;;;;;; #9;;;;;;;;2018
Viz;Rin-ne (2009 series) #26;; #26;;;;; #27;;;; #28;;;;;;;;2018
Viz;Rurouni Kenshin 3-in-1 (2017 series) #6 (16-17-18);;;; #6 (16-17-18);;;;;;;;;;;;;;;2018
Viz;Rurouni Kenshin 3-in-1 (2017 series) #7 (19-20-21);;;;;;; #7 (19-20-21);;;;;;;;;;;;2018
Viz;Rurouni Kenshin 3-in-1 (2017 series) #8 (22-23-24);;;;;;;;;; #8 (22-23-24);;;;;;;;;2018
Viz;RWBY (2018 series) ;RWBY (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Viz;RWBY: Official Manga Anthology (2018 series) #1 - Red Like Roses;;;;; #1 - Red Like Roses;;;;;;;;;;;;;;2018
Viz;RWBY: Official Manga Anthology (2018 series) #2 - Mirror, Mirror;;;;;;;; #2 - Mirror, Mirror;;;;;;;;;;;2018
Viz;RWBY: Official Manga Anthology (2018 series) #3 - From Shadows;;;;;;;;;;; #3 - From Shadows;;;;;;;;[November] 2018
Viz;Seraph of the End: Vampire Reign (2014 series) #14;;;; #14;;;;; #15;;;;;;;;;;2018
Viz;Shortcake Cake (2018 series) #1;;;;;;;; #1;;; #2;;;;;;;;2018
Viz;Skip Beat! (2006 series) #41;;;;;;;;; #41;;;;;;;;;;2018
Viz;Sleepy Princess in the Demon Castle (2018 series) #1;;;;;; #1;; #2;; #3;; #4;;;;;;;2018
Viz;SP Baby (2017 series) #2; #2;;;;;;;;;;;;;;;;;;2018
Viz;Splatoon (2018 series) #1;;;;;;;;;; #1;;;;;;;;;2018
Viz;Splatoon Manga (2017 series) #2;; #2;;;; #3;;; #4;;; #5;;;;;;;2018
Viz;Sweet Blue Flowers (2017 series) #3;; #3;;;; #4;;;;;;;;;;;;;2018
Viz;Takane & Hana (2018 series) #1; #1;;; #2;; #3;;;; #5;; #6;;;;;;;2018
Viz;Ten Count (2016 series) #6;;;;;;;;;;;; #6;;;;;;;[December] 2018
Viz;That Blue Sky Feeling (2018 series) #1;;;;;;;; #1;;;;;;;;;;;2018
Viz;The Demon Prince of Momochi House (2015 series) #12;;;;;;; #12;;;;;;;;;;;;2018
Viz;The Legend of Zelda: Twilight Princess (2017 series) #3;; #3;;;;;;; #4;;;;;;;;;;2018
Viz;The Promised Neverland (2017 series) #2;; #2;; #3;; #4;; #5;; #6;; #7;;;;;;;2018
Viz;The Water Dragon's Bride (2017 series) #5;;;; #5;;; #6;;; #7;;;;;;;;;2018
Viz;The World's Greatest First Love (2015 series) #10;;;;;;; #10;;;;;;;;;;;;2018
Viz;The World's Greatest First Love (2015 series) #9; #9;;;;;;;;;;;;;;;;;;[January] 2018
Viz;The Young Master’s Revenge (2018 series) #1;; #1;;;; #2;;; #3;;; #4;;;;;;;[March] 2018
